level,level1,level4,level7
LV3.205 Bus 15,0.0,-8.33156214615883,-36.37074362395839
LV3.203 Bus 71,0.0,-10.444309557352994,-29.91012344532055
LV4.202 Bus 18,0.0,-8.112322417697897,-23.753458721567313
LV2.203 Bus 101,0.0,-6.420074575692752,-20.82049610808963
LV3.202 Bus 77,0.0,-12.719468695208434,-36.35309634660257
LV2.217 Bus 73,0.0,-5.55437476410583,-25.549857399305495
LV3.205 Bus 75,0.0,-11.229339600859248,-28.436274463728296
LV1.202 Bus 13,0.0,-5.655363396180519,-24.18951979111108
LV3.202 Bus 15,0.0,-7.130894907648781,-21.79288795803882
LV2.217 Bus 5,0.0,-10.399759604882092,-34.82731237856797
LV5.217 Bus 85,0.0,-2.7771873820529436,-13.869089074652805
LV4.219 Bus 41,0.0,-5.632359732839404,-12.972785201085799
LV4.202 Bus 29,0.0,-5.546324414105868,-22.910226174305535
LV3.202 Bus 69,0.0,-16.946767857754367,-44.095508650143984
LV3.204 Bus 29,0.0,-5.404157586305246,-15.13733494508017
LV3.204 Bus 65,0.0,-14.591301486684188,-33.75285989663644
LV3.205 Bus 4,0.0,-6.715744032964324,-28.772333675069376
LV3.205 Bus 44,0.0,-19.5842527303314,-59.54104773804579
LV3.203 Bus 99,0.0,-16.966838665337036,-44.25633301912512
LV3.204 Bus 93,0.0,-19.296838112247997,-56.553199239262995
LV3.203 Bus 38,0.0,-6.386949405993619,-8.404714228965645
LV5.217 Bus 107,0.0,-13.765181660264602,-49.85410812326381
LV4.202 Bus 25,0.0,-12.851477876349918,-33.73531448636186
LV4.202 Bus 24,0.0,-4.948442971657926,-22.267710168472206
LV2.217 Bus 88,0.0,-2.7771873820529436,-12.484527049652797
LV5.217 Bus 88,0.0,-13.418645243042647,-31.704259228164574
LV2.217 Bus 91,0.0,-34.359174347197495,-88.22300873884751
LV3.204 Bus 124,0.0,-13.037605359838153,-46.596651266138224
LV4.232 Bus 14,0.0,-26.01886769352359,-77.33282081639459
LV2.203 Bus 9,0.0,-9.189965518793315,-38.22602061930559
LV3.202 Bus 2,0.0,-21.26060351444221,-79.26711338267341
LV3.204 Bus 34,0.0,-9.022032425683506,-33.95784203291669
LV3.202 Bus 25,0.0,-10.775487042365398,-45.49744552665277
LV3.204 Bus 60,0.0,-16.19967561268095,-58.71556575930572
LV1.202 Bus 5,0.0,-6.371803116897581,-19.66620264567223
LV2.217 Bus 7,0.0,-13.35896928815555,-40.589799001783376
LV5.217 Bus 80,0.0,-7.139896287677914,-31.370692655652704
LV2.217 Bus 82,0.0,-12.401396251260394,-36.39292534821561
LV6.202 Bus 49,0.0,-6.251373402291847,-17.407376607483457
LV3.205 Bus 109,0.0,-17.277671361385273,-51.14154418279304
LV5.217 Bus 22,0.0,-7.356367511318467,-10.6111164619075
LV3.202 Bus 118,0.0,-6.362283820703112,-29.57577700874998
MV2.101 Bus 98,0.0,-5.652435996180486,-23.978499471111036
LV2.203 Bus 20,0.0,-16.120044224777757,-53.73525941904472
LV2.203 Bus 49,0.0,-4.224139258007767,-20.25278582249996
LV6.202 Bus 51,0.0,-35.81850615937856,-77.84561835105706
LV3.203 Bus 115,0.0,-12.716066761901175,-42.02231162381213
LV4.232 Bus 21,0.0,-2.038506345304711,-9.615968097890317
LV3.202 Bus 98,0.0,-5.796535260585756,-17.54632584398655
LV3.205 Bus 93,0.0,-10.265929458422988,-34.52952879909776
LV4.219 Bus 10,0.0,-22.0651337605957,-59.55282734751563
LV5.217 Bus 102,0.0,-9.896885943315965,-39.734151731944394
LV3.204 Bus 94,0.0,-13.28322369213447,-42.069164323083214
LV3.204 Bus 118,0.0,-13.684678160264639,-52.49321574826388
LV3.205 Bus 113,0.0,-16.087088381487774,-51.79521144871569
LV4.202 Bus 34,0.0,-8.769743369733078,-30.167247956562846
LV3.205 Bus 114,0.0,-7.756299177580672,-24.206912946836496
LV4.232 Bus 38,0.0,-23.518251940104165,-27.910397079727773
LV4.202 Bus 9,0.0,-10.996044628211735,-43.36653549861103
LV3.205 Bus 55,0.0,-17.537919044296586,-60.59180352462249
LV3.203 Bus 12,0.0,-8.096266911181601,-36.01171888854162
LV2.217 Bus 46,0.0,-14.340490385402063,-54.094545408242084
LV4.232 Bus 16,0.0,-26.477549175989225,-78.32644122308375
LV6.202 Bus 24,0.0,-32.11887497867474,-79.18611315887938
LV2.217 Bus 28,0.0,-16.43297321491127,-52.025296073507434
LV5.217 Bus 30,0.0,-8.10433073051604,-22.488093621322378
LV3.205 Bus 132,0.0,-7.137029522198418,-16.02052065695966
LV3.202 Bus 105,0.0,-11.10874952821166,-45.11041802361103
LV2.217 Bus 83,0.0,-20.85450880659414,-58.19678720895786
LV3.204 Bus 51,0.0,-7.794560073923321,-10.450692389967571
LV5.217 Bus 5,0.0,-10.626207545104307,-21.649628796090383
LV3.205 Bus 28,0.0,-6.938528192866556,-15.685788443607976
LV4.219 Bus 26,0.0,-21.776727250552312,-53.59992358755767
LV3.203 Bus 74,0.0,-2.7771873820529436,-12.936982899652776
LV3.202 Bus 130,0.0,-13.607248089459517,-46.447872295867
LV4.219 Bus 16,0.0,-18.414622840761922,-48.59017001576535
LV3.204 Bus 26,0.0,-8.975369220746188,-27.88614681465947
LV3.202 Bus 36,0.0,-4.359487783663667,-17.26719786286833
LV3.203 Bus 91,0.0,-28.142333558487735,-90.55936919419423
LV3.204 Bus 18,0.0,-7.828598280892834,-25.873996838389303
LV4.219 Bus 43,0.0,-7.896843246158824,-31.82720462395838
LV6.202 Bus 7,0.0,-38.30040338120125,-120.96212513713681
LV5.217 Bus 75,0.0,-8.582350191139767,-28.485381488343364
LV2.217 Bus 97,0.0,-37.89145692435295,-110.96825485994805
LV2.203 Bus 27,0.0,-16.173854902141784,-38.474390171978484
LV3.203 Bus 131,0.0,-23.23300179490593,-62.49282302012648
LV2.217 Bus 6,0.0,-14.723107230929145,-34.7797643626709
LV3.202 Bus 68,0.0,-14.75183323856254,-49.53187269977184
LV3.205 Bus 116,0.0,-23.04100075781821,-61.480909947972805
LV3.203 Bus 96,0.0,-9.88781100331596,-40.57816637194446
LV2.203 Bus 68,0.0,-17.883364613228196,-55.98497806608543
LV4.202 Bus 4,0.0,-21.967844259884714,-62.29890508765311
LV5.217 Bus 26,0.0,-9.063496538538857,-21.7570980341859
LV6.202 Bus 19,0.0,-13.885936910264718,-52.376583848264204
LV3.203 Bus 51,0.0,-9.890005482054448,-33.62580455795387
LV3.205 Bus 136,0.0,-10.544952751574556,-18.021812953886183
LV3.202 Bus 92,0.0,-4.077141247461213,-12.570572099371134
LV3.204 Bus 79,0.0,-14.49431253725561,-52.62863373663117
LV3.205 Bus 110,0.0,-14.4831454214127,-48.04889610951386
LV3.203 Bus 118,0.0,-4.405173797636678,-18.754418653249957
LV6.202 Bus 12,0.0,-13.53884239865556,-26.88059303629052
LV5.217 Bus 64,0.0,-16.271514418673405,-49.57287674745794
LV3.205 Bus 58,0.0,-5.655363396180519,-25.528590496111065
LV3.203 Bus 36,0.0,-7.773297139779743,-28.204377872373243
LV4.219 Bus 13,0.0,-12.418443959666092,-19.969793280600243
LV5.217 Bus 25,0.0,-18.50524194321838,-41.99329815160763
LV2.217 Bus 87,0.0,-5.636321891609441,-18.104762361246685
LV2.203 Bus 41,0.0,-10.947742528211847,-41.46747102361121
LV2.217 Bus 23,0.0,-20.406835141807278,-35.92732918335241
LV5.217 Bus 100,0.0,-7.069204245225649,-25.952651326388775
LV3.204 Bus 120,0.0,-3.7608668048741265,-16.370158104513877
LV5.217 Bus 50,0.0,-10.485907558363806,-35.600574923776776
LV3.202 Bus 38,0.0,-25.76486273693331,-97.88201931068556
LV3.205 Bus 102,0.0,-11.124824458247076,-19.917097638384348
LV2.217 Bus 8,0.0,-10.66386209536131,-35.20680211186698
LV3.202 Bus 78,0.0,-36.607469649043196,-107.0533140066409
LV5.217 Bus 9,0.0,-25.780081815451467,-83.245203155534
LV5.217 Bus 11,0.0,-14.646322982609718,-47.14706271016894
LV4.219 Bus 11,0.0,-14.938660853527153,-52.00154220805007
LV2.203 Bus 25,0.0,-7.860579378912462,-25.151548926661803
LV3.202 Bus 115,0.0,-15.03430068822854,-38.70928970771865
LV6.202 Bus 31,0.0,-9.152301725683515,-40.19294223291661
LV4.202 Bus 30,0.0,-9.403454934456931,-17.43166148180285
LV4.202 Bus 11,0.0,-18.405054834441216,-67.83382280662067
LV3.203 Bus 27,0.0,-22.75366783776235,-72.6517216220127
LV2.217 Bus 24,0.0,-15.733201044851512,-40.37867699226035
LV3.202 Bus 131,0.0,-9.094431774629356,-16.168644700803725
LV3.205 Bus 1,0.0,-11.00409497821181,-44.99673137361128
LV4.219 Bus 31,0.0,-6.8718055688912045,-19.775410258799866
LV2.203 Bus 5,0.0,-16.970797852074384,-51.154311262432884
LV3.205 Bus 104,0.0,-6.863925046608642,-14.73438684251596
LV2.203 Bus 102,0.0,-22.11160466760134,-71.92533958872991
LV6.202 Bus 37,0.0,-8.154839661066262,-30.69818447118746
LV2.217 Bus 2,0.0,-7.040232096679631,-31.154354204166623
LV2.203 Bus 63,0.0,-17.852017102294894,-60.4466659489583
LV3.203 Bus 103,0.0,-26.969392019817633,-80.3605614737362
LV2.203 Bus 95,0.0,-23.126333136170842,-54.35901609749658
LV3.203 Bus 9,0.0,-4.224139258007767,-19.634399942499982
LV3.202 Bus 18,0.0,-4.867063650308893,-19.140262199359427
LV4.219 Bus 2,0.0,-8.616876619867526,-14.127667777534953
LV2.203 Bus 67,0.0,-15.55224933949637,-57.835987333055414
LV3.205 Bus 46,0.0,-10.311550537137123,-24.45131286133619
LV3.205 Bus 122,0.0,-4.948442971657926,-23.56018166347218
LV4.202 Bus 7,0.0,-8.291310396158849,-34.54809202395836
LV3.204 Bus 31,0.0,-22.91582241253991,-63.135357181930885
LV3.202 Bus 28,0.0,-17.673010613064207,-65.15501594097213
LV3.205 Bus 50,0.0,-12.153409062667606,-42.320121931358926
LV3.204 Bus 105,0.0,-10.560348145019475,-43.07188414374991
LV4.202 Bus 1,0.0,-4.207564707135418,-20.252030965833313
LV3.203 Bus 77,0.0,-14.029813790144544,-41.52404422980385
LV1.202 Bus 8,0.0,-16.66312429231766,-60.37307349791661
LV4.232 Bus 43,0.0,-7.4166635539952495,-9.749055338643984
LV5.217 Bus 13,0.0,-9.896885943315965,-42.454475666944404
LV3.204 Bus 127,0.0,-4.961060397952792,-13.822544703578842
LV3.202 Bus 65,0.0,-6.362283820703112,-27.198333723749897
LV3.204 Bus 40,0.0,-10.603806367838502,-41.93200148958351
LV3.204 Bus 130,0.0,-17.36230113443139,-49.00699501764234
LV2.203 Bus 81,0.0,-11.433366486579189,-29.034579923351885
LV3.204 Bus 131,0.0,-8.33999220021758,-15.647470683805977
LV3.202 Bus 1,0.0,-2.7610866820529623,-12.951447349652796
LV3.203 Bus 20,0.0,-13.850748382903703,-43.32863619354498
LV5.217 Bus 62,0.0,-25.44913528281245,-84.22164488499993
LV6.202 Bus 21,0.0,-6.277570483432214,-19.967824290761087
LV3.202 Bus 127,0.0,-3.888062334874121,-18.146464559513873
LV3.205 Bus 27,0.0,-6.50718595221673,-27.51029529295829
LV4.202 Bus 10,0.0,-26.82751990973611,-101.17451661552082
LV3.203 Bus 132,0.0,-24.096919002668756,-76.27701636021425
LV3.204 Bus 113,0.0,-17.120215075470014,-51.71806437926898
LV3.205 Bus 85,0.0,-8.745611672944733,-3.8151188027211447
LV3.203 Bus 100,0.0,-18.645862393670768,-60.87850390860467
LV3.204 Bus 71,0.0,-13.129731379657187,-45.028304373845
LV3.205 Bus 79,0.0,-7.144483284383568,-23.01068174968202
LV3.202 Bus 20,0.0,-28.033545149806514,-93.96381032579029
LV3.204 Bus 22,0.0,-4.680271486931588,-5.558800478489957
LV3.202 Bus 110,0.0,-22.9749137969834,-78.63241213576384
LV3.202 Bus 17,0.0,-33.548156769337766,-65.87042717513305
LV2.203 Bus 6,0.0,-18.871041803828575,-46.61000866566519
LV3.203 Bus 121,0.0,-6.44078856709524,-25.781090960347797
LV3.205 Bus 127,0.0,-6.556013687251152,-26.95460608614053
LV3.203 Bus 45,0.0,-21.438376224336935,-66.65030121371046
LV2.217 Bus 96,0.0,-8.419859604106705,-11.10633967076592
LV4.232 Bus 41,0.0,-17.303278346421394,-44.54684796426568
LV3.205 Bus 17,0.0,-25.8712110120332,-37.02070841642035
LV3.202 Bus 104,0.0,-5.561622309337395,-21.024665719464906
LV3.202 Bus 71,0.0,-2.1498986177947614,-10.697105505698616
LV3.203 Bus 75,0.0,-9.836794228211716,-46.16102142361103
LV1.202 Bus 14,0.0,-23.10925089203147,-69.07091471285025
LV2.203 Bus 52,0.0,-31.602948576506606,-102.34388036523387
LV3.205 Bus 84,0.0,-8.483045094270778,-34.835643896666625
LV5.217 Bus 38,0.0,-7.749056350204228,-8.7132162919155
LV4.202 Bus 43,0.0,-10.627546945685026,-23.199360428880482
LV2.217 Bus 39,0.0,-9.340561387318985,-30.86486118612663
LV3.203 Bus 59,0.0,-19.66751103995057,-60.97529058759369
LV3.202 Bus 5,0.0,-10.657929928211729,-43.092725423611114
LV2.217 Bus 42,0.0,-10.97994392821181,-43.82674717361124
LV6.202 Bus 8,0.0,-14.229086899005779,-38.23284789964123
LV4.232 Bus 44,0.0,-19.6679348376083,-64.06520391431059
LV3.203 Bus 58,0.0,-21.046819830290133,-56.37406525096503
LV3.205 Bus 26,0.0,-7.012602840086402,-4.48975010544882
LV3.204 Bus 77,0.0,-12.298950393093037,-43.84100465904612
LV3.204 Bus 52,0.0,-12.37996433276362,-47.22442620729191
LV3.203 Bus 26,0.0,-13.451218010264938,-46.61161694826444
LV5.217 Bus 87,0.0,-4.241522547135389,-18.546448590833307
LV3.204 Bus 73,0.0,-8.685101511922767,-30.318894464158348
LV3.205 Bus 124,0.0,-15.106699543066497,-36.917845712251165
LV6.202 Bus 15,0.0,-26.792179141299584,-83.43019511797775
LV3.204 Bus 21,0.0,-7.363554151051403,-5.308305565460614
LV2.217 Bus 85,0.0,-36.353923766732805,-122.32331252908762
LV4.202 Bus 19,0.0,-12.699476532882954,-44.839021514244564
LV6.202 Bus 38,0.0,-37.40496128095947,-89.67720603437465
LV3.202 Bus 113,0.0,-12.652850177713617,-33.28492405470797
LV3.202 Bus 7,0.0,-17.817708285178014,-50.80644183702725
LV3.203 Bus 28,0.0,-4.224139258007824,-18.986935222499966
LV3.204 Bus 88,0.0,-5.726600621943135,-22.14513775902867
LV4.219 Bus 17,0.0,-10.443252599402854,-33.840646193743055
LV5.217 Bus 71,0.0,-28.47174580944784,-89.89661789456159
LV2.217 Bus 18,0.0,-13.461939184937364,-42.93222880065332
LV3.203 Bus 102,0.0,-10.06336952228753,-22.327497203373014
LV3.204 Bus 86,0.0,-6.098477247734991,-23.4974063576052
LV5.217 Bus 24,0.0,-14.19953890912825,-45.06805826144682
LV2.217 Bus 77,0.0,-41.449552172331096,-137.81207448928762
LV3.205 Bus 99,0.0,-21.555903002500145,-65.47913171528194
LV2.203 Bus 88,0.0,-16.072524675868635,-40.370814847523434
LV2.217 Bus 11,0.0,-5.4497202141058665,-23.626085549305515
LV4.202 Bus 22,0.0,-10.997669073594352,-25.10554710819838
LV3.204 Bus 68,0.0,-12.907874266085628,-33.474200163320575
LV3.204 Bus 25,0.0,-8.959852441015983,-17.432362687219666
LV3.203 Bus 124,0.0,-5.003534772509738,-23.328572946875
LV3.205 Bus 73,0.0,-14.800490171172214,-39.30886719288992
LV2.217 Bus 69,0.0,-19.017463700576627,-58.45157816836718
LV2.203 Bus 100,0.0,-12.672417774023302,-46.51309059249979
LV1.202 Bus 10,0.0,-15.812337207400788,-51.574356513541716
LV3.204 Bus 107,0.0,-8.341426817366255,-37.18645805913883
LV3.203 Bus 49,0.0,-16.95706198277344,-56.476024556834545
LV3.204 Bus 72,0.0,-17.377818499257728,-48.77712473153997
LV5.217 Bus 69,0.0,-15.210353721805859,-51.315638246873505
LV3.202 Bus 45,0.0,-8.364038649843565,-26.966057862628304
LV6.202 Bus 46,0.0,-11.737164771182051,-14.067554306206148
LV2.217 Bus 30,0.0,-19.05529626674661,-51.48945836168673
LV2.203 Bus 89,0.0,-28.250786736204645,-104.14945742872214
LV2.217 Bus 17,0.0,-9.853109074256395,-38.564693805881575
LV6.202 Bus 32,0.0,-40.54236031470191,-128.31973579317855
LV4.202 Bus 12,0.0,-13.402851431993895,-46.94755201471776
LV3.202 Bus 122,0.0,-16.675961149710474,-51.52843882610523
LV3.202 Bus 9,0.0,-10.593527128211804,-45.995596548611275
LV2.217 Bus 57,0.0,-6.75346554710336,-14.978721653462003
LV3.203 Bus 56,0.0,-11.66418700462225,-48.29085050854144
LV3.204 Bus 50,0.0,-30.51845325367958,-84.02607623903396
LV4.202 Bus 3,0.0,-16.319209817127557,-54.580737430737145
LV6.202 Bus 20,0.0,-8.12958488200951,-33.152676240347205
LV3.202 Bus 47,0.0,-10.250346155577176,-43.33431589326392
LV4.219 Bus 21,0.0,-11.75261047496997,-25.109536678722634
LV3.204 Bus 17,0.0,-27.9245894307478,-42.821595525356315
LV3.202 Bus 10,0.0,-27.216436344118847,-82.44255760659735
LV3.204 Bus 45,0.0,-24.517055490269968,-76.70304634566651
LV2.203 Bus 91,0.0,-16.966090188541557,-63.29065237833322
LV3.205 Bus 6,0.0,-13.885936910265059,-51.12184189826439
LV4.219 Bus 9,0.0,-12.021344335126741,-42.66518699646713
LV6.202 Bus 47,0.0,-33.75691656541585,-93.15728413022953
LV5.217 Bus 92,0.0,-12.501595894597813,-39.70321907631205
LV3.204 Bus 57,0.0,-5.655363396180519,-25.113951061111038
LV3.203 Bus 39,0.0,-5.71473909877966,-18.324362602473684
LV3.203 Bus 113,0.0,-14.58395120193427,-33.94703266054967
LV4.219 Bus 20,0.0,-14.541897559958443,-49.34752246413336
LV3.202 Bus 76,0.0,-16.66312429231766,-64.07692172291661
LV2.203 Bus 29,0.0,-15.774891415249158,-50.73717516694296
LV3.203 Bus 133,0.0,-4.011395842904108,-14.841092847150662
LV3.204 Bus 109,0.0,-19.103789447740837,-59.791988779584244
LV2.203 Bus 35,0.0,-5.55437476410583,-24.425982724305527
LV2.217 Bus 71,0.0,-7.9911021260157895,-24.202532002762382
LV2.217 Bus 94,0.0,-7.776124669748185,-28.062676704027865
LV3.205 Bus 71,0.0,-32.92601724280985,-107.51322259142717
LV3.202 Bus 13,0.0,-8.949259297954313,-25.321563917270623
LV3.205 Bus 83,0.0,-25.16482170012023,-75.87689180101665
LV4.219 Bus 30,0.0,-8.689188226070087,-22.496057444659982
LV5.217 Bus 6,0.0,-23.285887828010573,-64.07734889407789
LV2.217 Bus 31,0.0,-8.210806896158772,-35.890242448958304
LV5.217 Bus 94,0.0,-27.112147431727863,-78.28725366174785
LV5.217 Bus 51,0.0,-16.709388047884886,-53.05704638379393
LV3.205 Bus 72,0.0,-8.681106710799781,-18.250181307930234
LV5.217 Bus 106,0.0,-4.800648368335828,-12.034308724342395
LV6.202 Bus 13,0.0,-10.652816396684102,5.752971612433612
LV3.204 Bus 56,0.0,-8.856190592736198,-29.30976326239852
LV3.203 Bus 98,0.0,-9.59664521132413,-18.548968641618103
LV3.204 Bus 98,0.0,-12.240827957069314,-34.34678676917474
LV5.217 Bus 54,0.0,-24.684492154061445,-72.65294593062163
LV3.205 Bus 43,0.0,-8.362660658942104,-14.629679655884502
LV4.219 Bus 24,0.0,-7.776124669748185,-35.3480667390279
LV3.205 Bus 95,0.0,-13.42842887623533,-39.95293075277209
LV3.205 Bus 82,0.0,-7.4413868109589885,-28.772970637261608
LV3.203 Bus 60,0.0,-17.514093288989898,-58.45170674529709
LV3.205 Bus 51,0.0,-5.55437476410583,-24.641051424305488
LV3.202 Bus 43,0.0,-18.719649337062492,-51.50475796557589
LV5.217 Bus 86,0.0,-6.904877664155379,-22.21484973246413
LV2.217 Bus 4,0.0,-17.137881018140888,-46.36548785785453
LV3.202 Bus 4,0.0,-7.33966481869777,-21.88753455690687
LV3.205 Bus 59,0.0,-25.717697236753338,-95.13742798194448
LV4.232 Bus 7,0.0,-7.776124669748185,-34.7492123290279
LV3.202 Bus 96,0.0,-11.477228908401457,-41.14089707279595
LV3.205 Bus 64,0.0,-8.36721963668515,-20.838919744066743
LV2.217 Bus 102,0.0,-10.295874517659513,-24.38094432615253
LV4.202 Bus 21,0.0,-14.305633649239326,-43.81090360225676
LV3.203 Bus 43,0.0,-6.929410881771446,-22.741971481108635
LV2.217 Bus 59,0.0,-14.514347623526419,-44.737117262294305
LV3.202 Bus 120,0.0,-15.198789127235159,-57.78001564173587
LV4.232 Bus 37,0.0,-24.79563618833663,-78.91001699109233
LV3.203 Bus 85,0.0,-25.196268127152507,-63.92473031705549
LV3.205 Bus 76,0.0,-22.191315447498027,-68.91997100140861
LV2.217 Bus 89,0.0,-14.209283365372812,-34.50233398545879
LV3.205 Bus 33,0.0,-18.279438518298775,-61.552713678754344
LV4.232 Bus 24,0.0,-5.836369167582973,-17.06590658159979
LV3.203 Bus 123,0.0,-10.051418478145479,-27.425403776082476
LV2.203 Bus 56,0.0,-5.2704929737306045,-21.16022117921196
LV3.204 Bus 59,0.0,-19.71264987070299,-68.8183102716664
LV3.202 Bus 91,0.0,-20.910511532160854,-61.47818815438632
LV6.202 Bus 16,0.0,-12.582982129801849,-39.67687734465346
LV3.205 Bus 49,0.0,-12.72456764140611,-48.44710596249979
LV3.205 Bus 70,0.0,-7.069204245225649,-30.59017652638886
LV3.202 Bus 31,0.0,-17.342945748727743,-55.156059986097716
LV6.202 Bus 50,0.0,-28.39801183933514,-73.33363992306658
LV5.217 Bus 68,0.0,-7.862134024858051,-19.113025161181895
LV3.204 Bus 78,0.0,-9.149971938565159,-22.81260693867955
LV6.202 Bus 57,0.0,-20.89928574673104,-48.561765349089455
LV1.202 Bus 11,0.0,-4.928162467675747,-22.97296839541667
LV3.203 Bus 109,0.0,-5.628048367748079,-20.41304313314845
LV6.202 Bus 23,0.0,-18.842959976850125,-45.59324996367286
LV4.219 Bus 15,0.0,-9.597473513793148,-36.021590233562165
LV3.202 Bus 6,0.0,-7.744255306347611,-31.81066622708329
LV3.204 Bus 74,0.0,-16.077099474021907,-43.30480870065617
LV5.217 Bus 110,0.0,-6.282227132516027,-18.337315478300297
LV3.205 Bus 48,0.0,-4.728577483208255,-1.6859019168576879
LV2.217 Bus 1,0.0,-11.946955174431423,-47.25962153159719
LV3.204 Bus 115,0.0,-5.55437476410583,-24.77136237430551
LV4.232 Bus 10,0.0,-10.514782000153332,-40.04423496293771
LV6.202 Bus 26,0.0,-18.375662639933125,-37.99784515640067
LV3.204 Bus 119,0.0,-18.88656927490979,-63.98566675742086
LV3.202 Bus 80,0.0,-16.66312429231766,-63.16598862291664
LV2.203 Bus 75,0.0,-4.100138462230859,-18.713005377305535
LV3.203 Bus 14,0.0,-5.255385482896486,-16.23403326224934
LV4.232 Bus 1,0.0,-21.207612735676776,-73.47044777916653
