level,level1,level4,level4,level5,level6,level7,level7,level8,level9
LV4.232 Bus 22,0.0,-10.769312225809927,-10.749646465117621,-10.766451460916869,-10.65924051898969,-42.36588418257975,-37.648712487553894,-41.7644456435612,-40.54850510910251
LV3.203 Bus 104,0.0,-5.401723800273544,-5.353158874336373,-5.3720034597319,-5.4016799772321065,-17.252953498049806,-14.66429833082293,-16.185734468036458,-15.143998928960059
LV3.203 Bus 83,0.0,-16.34725342981187,-16.23462171481242,-16.34725342981187,-16.026174692841323,-52.013643295241764,-37.955045070806136,-45.45942584798536,-45.15618670502886
LV3.204 Bus 114,0.0,-6.671095110468741,-6.671095110468968,-6.671095110468741,-6.671095110468741,-22.668480005786932,-17.519459925538058,-20.777616662554692,-16.144007970545317
LV6.202 Bus 11,0.0,-38.50378064553797,-38.50376041548634,-38.50378089859032,-38.503760415485885,-107.24134053468424,-101.78870382879131,-107.01193537933204,-107.21400413940137
LV3.204 Bus 123,0.0,-7.969929975795935,-7.960489110796061,-7.9693444957958945,-7.969929975795935,-30.15264351558426,-22.22306587183425,-26.181064628084187,-26.22024412980818
LV3.204 Bus 98,0.0,-12.240827957069314,-11.885703464500239,-12.026262575499686,-9.415042297038553,-34.346786769174514,-23.52974119939904,-29.01099952147615,-28.61624975139034
LV3.205 Bus 130,0.0,-15.489650886883055,-15.254703850635451,-15.489719923000166,-15.489676694400714,-50.86371891747808,-36.38337464055712,-43.174763739627906,-41.489916733578866
LV4.219 Bus 8,0.0,-20.127100532701206,-20.127057304101527,-20.127111154314434,-20.127148029715045,-64.05388362439498,-58.221434549162495,-63.39148805332161,-64.04982812953585
LV4.219 Bus 15,0.0,-9.597521445078428,-9.597473513793148,-9.59747351379292,-9.462196544139488,-36.021590233562165,-33.228438188631685,-35.80260199635404,-36.021672530400565
LV3.203 Bus 60,0.0,-17.514096644169058,-17.431842820712518,-17.514104517803844,-17.30048991313606,-58.451717974111034,-41.6632945129827,-50.58439408770346,-51.701227774035715
LV3.203 Bus 10,0.0,-7.769831252148833,-7.746046127148588,-7.769831252148265,-7.769831252148606,-30.740034278967073,-23.40696272896662,-27.457067812466676,-25.867064544773484
LV3.203 Bus 64,0.0,-3.634057586265982,-3.6340575862660245,-3.634010068991202,-3.4564526168674377,-16.283734086879903,-13.68565522604608,-14.993440259662563,-12.452652586054867
LV3.204 Bus 18,0.0,-7.828695327016135,-7.8285982808929475,-7.828598280892834,-7.737817156699066,-25.87409388451249,-20.534042395217057,-23.144125581919184,-19.702224163603432
LV3.202 Bus 122,0.0,-16.675961149710247,-15.705594002058433,-16.675961149710474,-10.143003661072498,-51.52843882610523,-33.71134463811927,-43.73613357612294,-44.30242974768703
LV3.203 Bus 96,0.0,-9.88781100331596,-9.115819030816056,-9.728055466815704,-9.887811003315846,-40.57816637194446,-29.119286876944443,-35.17188534494426,-36.18116921435251
LV4.202 Bus 26,0.0,-17.190405385325448,-17.086702240326076,-17.190405385325903,-17.190405385325448,-59.383595117291634,-51.69582130854178,-57.98560772054179,-59.37358721729174
LV3.202 Bus 91,0.0,-20.910511532160854,-20.631497304515733,-20.881449768660787,-19.197967539664432,-61.47818815438609,-38.63343923810021,-50.980242679914,-55.20826941086398
LV3.202 Bus 56,0.0,-16.058361702156844,-16.0583617021573,-16.058361702156844,-15.561301686293518,-50.20503094361675,-34.394842337842874,-42.894975169565214,-44.8563085940375
LV4.202 Bus 3,0.0,-16.319209817127557,-16.319209817127557,-16.31920981712733,-16.316459120861964,-54.58073743073692,-46.899389908807734,-53.29478091063447,-54.5535479891098
LV3.205 Bus 104,0.0,-6.863925046608642,-6.863925046608642,-6.863925046608529,-1.4081871729048316,-14.73438684251596,-10.86096917199086,-12.853038123400552,-9.830422222211723
LV4.219 Bus 25,0.0,-14.563507543839478,-14.563507543839705,-14.56350754383925,-11.757213311151872,-37.05652382410722,-33.10288542948706,-36.66876814949387,-36.71411702767091
LV3.202 Bus 2,0.0,-21.260603514441982,-20.373491536942765,-21.26060351444221,-21.260603514441982,-79.26711338267341,-53.99846015642379,-68.26836723092333,-77.71078088753325
LV6.202 Bus 5,0.0,-11.9103744766428,-11.9103744766428,-11.9103744766428,-11.9103744766428,-47.597000206272014,-44.4484788687721,-47.46813897377206,-47.597000206272014
LV4.232 Bus 34,0.0,-7.776124669748242,-7.7761246697488104,-7.7761246697484125,-7.776124669748242,-34.46269186402776,-29.59283389027786,-33.92975771227776,-34.03581348764317
LV3.204 Bus 78,0.0,-9.149971938564931,-9.149971938564931,-9.149971938564704,-4.802155128135041,-22.812606938679323,-16.581489016327623,-20.339996819058,-18.902343034191404
LV3.204 Bus 11,0.0,-18.483508573753625,-18.304975813730152,-18.48350857375317,-16.416825916277958,-59.49091872051076,-40.68027492342844,-50.820131311286104,-56.256127696549584
LV3.204 Bus 21,0.0,-7.363554151051176,-7.311341311987235,-7.3280771861936955,0.12000825942686788,-5.308305565460159,-4.2347526837656915,-4.7121621810551915,-2.7515424775515385
LV3.205 Bus 125,0.0,-14.61727706211127,-13.908846262111865,-14.617277062111725,-14.617277062111498,-45.29646599099465,-31.897337459744676,-38.8827393832446,-42.11094747527886
LV3.205 Bus 70,0.0,-7.069204245225649,-7.069204245225478,-7.06920424522508,-7.069204245225592,-30.59017652638886,-23.362837963888467,-26.949838928638314,-25.413208480005153
LV4.202 Bus 14,0.0,-4.938245028861729,-4.938245028861843,-4.937502466812475,-3.5401932566367122,-7.239848184371112,-6.609354341750077,-7.138933815867517,-6.383370734446316
LV6.202 Bus 56,0.0,-5.716494384075986,-5.716494384075986,-5.716494384075986,-5.716494384075986,-19.769124249314473,-19.129982389314364,-19.737674215314428,-19.495627800972215
LV3.204 Bus 118,0.0,-13.684678160264639,-11.112591335265051,-13.164867060764777,-13.684678160264639,-52.49321574826388,-35.174630329514,-44.87202336176381,-48.45702887079551
LV4.202 Bus 41,0.0,-10.257723151049504,-10.257723151049504,-10.257723151049504,-10.257723151049504,12.594665357926715,14.810904549176485,12.783913913925062,12.592897670336242
LV3.205 Bus 78,0.0,-22.099859556807587,-21.631612153239075,-22.099859556807587,-17.878808870013472,-64.79949554804034,-43.131270046100326,-54.186762615204316,-60.09708018962806
LV6.202 Bus 22,0.0,-8.572641463149921,-8.572641463149921,-8.572641463149921,-8.572641463149921,-25.460705149557725,-23.931474080807675,-25.400385775057657,-25.255963531943962
LV3.202 Bus 15,0.0,-7.130894907648553,-7.059034607208787,-7.120974268405462,-7.055823413015446,-21.792782865253116,-19.653905810543733,-20.722103873323817,-18.80743557881226
LV2.203 Bus 51,0.0,-12.761447412555754,-12.732173412555767,-12.761447412554844,-12.761447412555754,-42.84255530087921,-27.038720138379176,-33.094546689628714,-34.58057831589849
LV3.202 Bus 51,0.0,-4.241522547135389,-4.2415225471352755,-4.241522547134764,-4.241522547135389,-18.385276775833262,-14.820822622083,-16.904653875082886,-15.287833553964077
LV3.203 Bus 53,0.0,-21.37444246934433,-20.31382414075688,-21.37444246934433,-19.88607347529137,-64.25593019723374,-41.83778529651022,-54.21232086738405,-58.40527772832479
LV4.202 Bus 36,0.0,-6.803976143458044,-6.803976143458044,-6.803976143457817,-6.803976143458044,-24.14051565247371,-20.591077987751646,-23.724476705877237,-24.124326935593558
LV3.204 Bus 111,0.0,-5.708769010902415,-5.505497673402715,-5.653060588902463,-5.708769010902415,-18.48439325954564,-13.552973015795715,-16.370995742545574,-15.775503305153734
LV3.205 Bus 13,0.0,-18.573883448849983,-18.015701453850397,-18.573883448849756,-15.608016399861071,-60.44169043744523,-40.85524501876171,-50.41101782118221,-54.81730074453344
LV4.219 Bus 2,0.0,-8.616876619867526,-8.616876619867526,-8.616876619867298,-6.717706587499833,-14.12766777753518,-12.277248481949982,-14.018531449534976,-14.128243254871677
LV3.202 Bus 110,0.0,-22.9749137969834,-21.769556846983505,-22.97491379698249,-22.9749137969834,-78.63241213576384,-49.39181989826329,-65.93471488401292,-75.2408039883203
LV6.202 Bus 49,0.0,-6.251373402292302,-6.251373402292302,-6.251373402292074,-6.251373402292302,-17.407376607483684,-16.29073921498366,-17.37043662748374,-17.099357628188727
LV4.232 Bus 14,0.0,-26.01886769352359,-25.379962643523413,-25.99779041352349,-24.50105465699835,-77.33282081639459,-67.30365270957373,-75.807043425144,-77.31682693774314
LV3.204 Bus 86,0.0,-6.098620820532005,-6.098620820532005,-6.098620820531778,13.130572648611178,-23.497406357605314,-18.352596443019422,-21.591137423417933,-18.917418975462624
LV3.203 Bus 90,0.0,-17.951795681021167,-16.034641421021433,-17.23169187352096,-17.951795681021167,-61.65548890919035,-41.60587119169031,-53.00918732568971,-60.18512734296428
LV3.204 Bus 74,0.0,-16.07710572044448,-15.875814578955897,-15.925169372703522,-9.590713174865186,-43.30481494707874,-27.79507959196485,-35.28380466065278,-39.37145319021079
LV3.204 Bus 93,0.0,-19.296838112248224,-17.994468049281068,-19.296838112247997,-15.989149845954444,-56.55319923926322,-35.19125832722921,-46.92645049768839,-52.00231143196606
LV3.205 Bus 95,0.0,-13.4283579393109,-13.137850035215934,-13.263951567896584,-13.430406158737924,-39.95092268376311,-30.68327839409494,-34.88413240841055,-33.71328458681478
LV6.202 Bus 20,0.0,-8.12958488200951,-8.099725402009483,-8.129584882009453,-8.12958488200951,-33.152676240347205,-31.37144779659718,-33.07007750734721,-33.152676240347205
LV3.205 Bus 5,0.0,-7.746741652282708,-7.746741652282935,-7.746741652282935,-7.746741652282708,-20.717309798139695,-15.3858447256398,-18.13296040988962,-16.12655589144356
LV4.219 Bus 18,0.0,-12.260256602186928,-11.49949852718737,-12.221131901187164,-12.260256602186928,-50.0901002868718,-44.52786550562132,-49.452371194871375,-50.06097091510401
LV3.205 Bus 89,0.0,-10.885872781159833,-10.875790293306181,-10.8859413960854,-10.780790107739449,-34.9296348823616,-27.201169107739133,-31.354832976746366,-29.00824630961438
LV3.202 Bus 11,0.0,-7.782179115204826,-7.672670944438664,-7.752918296938219,-7.760608936141352,-30.15964330680049,-23.644009167913055,-26.962432132124547,-24.025748919223815
LV3.205 Bus 88,0.0,-15.105979278901259,-14.427581947067324,-15.105979278901145,-0.16931893869809755,-55.80433575973291,-37.94734365756665,-46.75189686021986,-50.468753623388125
LV1.202 Bus 10,0.0,-15.812283514881528,-15.812283514881528,-15.81222982236227,-15.747177868214749,-51.574356513541716,-51.57420616919444,-51.57465024905764,-51.57629669945027
LV3.205 Bus 82,0.0,-7.4413868109589885,-7.434141265534834,-7.441386810958761,-1.7483900464014255,-28.772970637261523,-21.204910860358837,-24.62739870832843,-24.167165424309076
LV5.217 Bus 25,0.0,-18.50524194321838,-18.50524194321838,-18.505241943217925,-9.689466058108792,-41.993298151607405,-32.35400270651553,-40.55761606044666,-41.87462817775008
LV3.205 Bus 129,0.0,-4.599414116360947,-4.451214491360986,-4.4963696363607255,13.110220247441191,-11.42953515222149,-9.109981899256013,-10.224296530791548,-8.848821573624889
LV3.205 Bus 7,0.0,-17.363751299240903,-16.450036574241267,-17.363751299240903,-17.363751299240903,-58.31051002549498,-39.31849900674524,-49.01399889774484,-53.31638943194321
LV3.205 Bus 29,0.0,-4.541499948694707,-4.463009036194762,-4.480800309694473,-1.2715702591966647,-13.991613841270635,-12.098238948603182,-12.888579419120731,-11.808945797562842
LV3.203 Bus 58,0.0,-21.046819830290133,-20.141944421768358,-20.940628395289423,-12.00973407703782,-56.374065250964804,-38.54510916683739,-48.15431545032925,-50.800112641642954
LV4.219 Bus 10,0.0,-22.0651337605957,-22.0651337605957,-22.065133760595472,-16.48428846554998,-59.552827347515404,-53.85909960158415,-58.87277912170339,-59.54987823353986
LV3.204 Bus 41,0.0,-7.885847197876046,-7.5577588428759555,-7.802591941876017,-7.885847197876046,-16.91688977342801,-10.3400611409279,-13.980312255427634,-13.312014702030865
LV3.205 Bus 124,0.0,-15.106699543066497,-14.545960525128976,-14.69384836992299,-7.123039699734363,-36.917845712251165,-25.78961280909425,-30.79623956266869,-29.345043554112863
LV3.202 Bus 12,0.0,-9.47768558517032,-9.477685585170434,-9.477686543414507,-9.339411035636203,-26.915420144447125,-23.050777473380208,-24.93192272497288,-20.893445179012815
LV3.202 Bus 80,0.0,-16.66312429231766,-16.11368790481822,-16.663124292317548,-16.66312429231766,-63.16598862291664,-41.17987736041687,-52.98549539616647,-56.98283815588229
LV3.204 Bus 128,0.0,-25.408241679684124,-24.61326961718487,-25.40824167968458,-25.408241679684124,-78.46830715797478,-50.880387664225054,-66.75474160197473,-77.85026280797456
LV3.204 Bus 82,0.0,-6.308690782623444,-5.943363162193748,-6.277193983845336,-6.240515161668895,-21.533022300504513,-16.68561197788415,-19.513748954242715,-17.851604954649247
LV3.204 Bus 88,0.0,-5.726600621943135,-5.7266006219431915,-5.726600621943021,9.769798665248572,-22.14513775902867,-16.91774306375595,-20.163167535497564,-18.16384840271661
LV3.204 Bus 89,0.0,-14.951261614098257,-14.592472151598486,-14.951261614098257,-14.951261614098257,6.606777668710492,23.21556527496068,14.359622194711847,12.213751200268234
LV4.202 Bus 19,0.0,-12.69947653288284,-12.373437357883176,-12.63137057188294,2.004928763283033,-44.83902151424434,-37.89719236712165,-43.51687834545703,-44.74900574495109
LV6.202 Bus 26,0.0,-18.37775865027288,-18.377764307709185,-18.377764307709185,-18.37775865027288,-37.99785065188189,-36.62374956526128,-37.94091470596595,-37.997647787351525
LV2.203 Bus 71,0.0,-20.80005947640916,-20.01703388903593,-20.800059476408023,-15.810307956684028,-55.11064954939752,-33.79710977893615,-42.1226555806536,-43.08768669127289
LV3.205 Bus 46,0.0,-10.311550537137009,-10.311550537137009,-10.311550537136554,-6.628119112121794,-24.451312861335964,-18.447396299394313,-21.617723202956086,-18.438355296823488
LV2.217 Bus 59,0.0,-14.514347623526419,-14.436184257164314,-14.514347623525282,-8.937456762373586,-44.737117262294305,-28.732833969515923,-34.8350149572309,-31.01743816151884
LV3.204 Bus 10,0.0,-5.425569164105866,-5.326952376606187,-5.408260911606021,-5.425569164105923,-25.341562774305544,-20.567508874305645,-23.48559254280559,-22.254553686983627
LV2.217 Bus 86,0.0,-10.591932530301847,-10.235155655301924,-10.321367585301687,-10.591932530301847,-38.773507356396976,-27.095583668897007,-31.77045460914701,-29.289742353842712
LV3.203 Bus 37,0.0,-4.948442971657926,-4.948442971658096,-4.948442971657926,-4.948442971657926,-21.79809630347222,-17.25069634847216,-19.751260276222183,-17.385013805321194
LV2.217 Bus 95,0.0,-28.977324024524023,-27.068110337024336,-28.790394897523583,-28.977324024524023,-82.59743063064889,-47.19062803689849,-64.30388133564793,-75.78107978335584
LV3.205 Bus 18,0.0,-6.51667806749947,-6.433466722499361,-6.516678067499242,-6.51667806749947,-22.759770188989705,-15.872045577739755,-19.599801586989543,-18.447195855995687
LV5.217 Bus 58,0.0,-7.6053956837052965,-7.555080996205561,-7.605395683705638,-7.6053956837052965,-22.101891025795567,-18.116386907045694,-21.664399336545557,-21.99616446989444
LV3.202 Bus 105,0.0,-11.108749528211774,-10.30371452821214,-10.808068955711633,-11.108749528211774,-45.11041802361103,-31.0940796298612,-38.0672008426111,-38.8506810950214
LV2.203 Bus 20,0.0,-16.120044224777757,-15.772017461800033,-16.026794235129728,-16.0363349933873,-53.73526498543288,-38.24340323778483,-43.98105406583545,-40.0200262652686
LV6.202 Bus 12,0.0,-13.538842398655788,-13.538842398655788,-13.53884239865556,-7.160050311504165,-26.880593036290747,-24.967577298790502,-26.813680228790417,-26.88250623699355
LV3.202 Bus 20,0.0,-28.03341322139545,-25.823916983169056,-27.97684121639577,-28.029933784795503,-93.96354646896793,-64.3801318688902,-81.09844608531102,-90.02328825729319
LV2.203 Bus 70,0.0,-1.9803731649672613,-1.9804395264690555,-1.9804543971071524,-1.791961978356639,-9.953167534088578,-8.047797352149502,-8.62927519640543,-6.149721822821249
LV5.217 Bus 54,0.0,-24.684492154061672,-24.684492154062127,-24.684492154061672,-20.2575082931005,-72.65294593062185,-59.202865243413044,-70.67477900321182,-72.65357052788136
LV3.203 Bus 14,0.0,-5.255385482896713,-5.255385482896827,-5.2553854828966,5.20563468859757,-16.234033262249454,-13.24321141385974,-14.76359343410229,-12.656565657855595
LV5.217 Bus 70,0.0,-5.057207307705653,-5.015052747705909,-5.05720730770588,-5.057207307705767,-21.219244760028687,-18.558982951278722,-21.01954217302864,-19.956327034425044
LV5.217 Bus 12,0.0,-8.601146879570024,-7.9852951045704685,-8.543184359570205,-8.601146879570024,-31.71880287865747,-25.88580888490742,-30.814079674657478,-30.596164620838863
LV4.232 Bus 13,0.0,-4.478678485912269,-4.431012465743038,-4.478692493242875,-4.470377247385954,-16.234190864678908,-14.423606439032369,-15.998884356894337,-15.161529444398013
LV3.202 Bus 43,0.0,-18.719649337062492,-18.320793738106886,-18.719649337062492,-14.345260079680429,-51.50475796557589,-33.77890976319031,-43.10955603638968,-46.38371010893161
